24/01/2015 00:00:00,998266,925320.5,24/01/2015 19:00:00,52653,GB_GBN
25/01/2015 00:00:00,977342,889080,25/01/2015 19:00:00,51630,GB_GBN
26/01/2015 00:00:00,1062332.5,982163.5,26/01/2015 19:00:00,57080,GB_GBN
27/01/2015 00:00:00,1085398.5,993403,27/01/2015 19:00:00,56916,GB_GBN
28/01/2015 00:00:00,1073479,1002985.5,28/01/2015 19:00:00,57337,GB_GBN
29/01/2015 00:00:00,1103021,1023828.5,29/01/2015 19:00:00,57678,GB_GBN
30/01/2015 00:00:00,1102229,1013205,30/01/2015 19:00:00,56229,GB_GBN
31/01/2015 00:00:00,1009138,925121.5,31/01/2015 19:00:00,52373,GB_GBN
01/01/2015 00:00:00,638336.5,745081,01/01/2015 18:30:00,36176,GB_GBN
02/01/2015 00:00:00,738853.5,869354.5,02/01/2015 19:00:00,40964,GB_GBN
03/01/2015 00:00:00,744367.5,859112,03/01/2015 19:00:00,40802,GB_GBN
04/01/2015 00:00:00,743527.5,864487,04/01/2015 18:30:00,41894,GB_GBN
05/01/2015 00:00:00,990117,981172.5,05/01/2015 18:30:00,52103,GB_GBN
06/01/2015 00:00:00,994141,985318,06/01/2015 18:30:00,52035,GB_GBN
07/01/2015 00:00:00,1011706.5,995920.5,07/01/2015 18:30:00,53721,GB_GBN
08/01/2015 00:00:00,995232,1009887,08/01/2015 18:30:00,51954,GB_GBN
09/01/2015 00:00:00,978968,959260,09/01/2015 18:30:00,50855,GB_GBN
10/01/2015 00:00:00,888690,860701,10/01/2015 19:00:00,47647,GB_GBN
11/01/2015 00:00:00,889877.5,858127.5,11/01/2015 18:30:00,48743,GB_GBN
12/01/2015 00:00:00,989587.5,966838.5,12/01/2015 18:30:00,53072,GB_GBN
13/01/2015 00:00:00,1051142.5,1036977.5,13/01/2015 18:30:00,55045,GB_GBN
14/01/2015 00:00:00,1082613,1056383,14/01/2015 18:30:00,56076,GB_GBN
15/01/2015 00:00:00,1071192,1062295,15/01/2015 18:30:00,56296,GB_GBN
16/01/2015 00:00:00,1073615,995981.5,16/01/2015 18:30:00,54843,GB_GBN
17/01/2015 00:00:00,1002054,915004,17/01/2015 19:00:00,52226,GB_GBN
18/01/2015 00:00:00,983271.5,899290,18/01/2015 19:00:00,53148,GB_GBN
19/01/2015 00:00:00,1090924.5,1003263.5,19/01/2015 18:30:00,56884,GB_GBN
20/01/2015 00:00:00,1116821.5,1050829.5,20/01/2015 18:30:00,57168,GB_GBN
21/01/2015 00:00:00,1113462.5,1106683.5,21/01/2015 18:30:00,56927,GB_GBN
22/01/2015 00:00:00,1104325.5,1047447.5,22/01/2015 19:00:00,56612,GB_GBN
23/01/2015 00:00:00,1103903.5,1032522.5,23/01/2015 19:00:00,56359,GB_GBN
24/01/2015 00:00:00,998266,925320.5,24/01/2015 19:00:00,52653,GB_GBN
25/01/2015 00:00:00,977342,889080,25/01/2015 19:00:00,51630,GB_GBN
26/01/2015 00:00:00,1062332.5,982163.5,26/01/2015 19:00:00,57080,GB_GBN
27/01/2015 00:00:00,1085398.5,993403,27/01/2015 19:00:00,56916,GB_GBN
28/01/2015 00:00:00,1073479,1002985.5,28/01/2015 19:00:00,57337,GB_GBN
29/01/2015 00:00:00,1103021,1023828.5,29/01/2015 19:00:00,57678,GB_GBN
30/01/2015 00:00:00,1102229,1013205,30/01/2015 19:00:00,56229,GB_GBN
31/01/2015 00:00:00,1009138,925121.5,31/01/2015 19:00:00,52373,GB_GBN
01/01/2015 00:00:00,638336.5,745081,01/01/2015 18:30:00,36176,GB_GBN
02/01/2015 00:00:00,738853.5,869354.5,02/01/2015 19:00:00,40964,GB_GBN
03/01/2015 00:00:00,744367.5,859112,03/01/2015 19:00:00,40802,GB_GBN
04/01/2015 00:00:00,743527.5,864487,04/01/2015 18:30:00,41894,GB_GBN
05/01/2015 00:00:00,990117,981172.5,05/01/2015 18:30:00,52103,GB_GBN
06/01/2015 00:00:00,994141,985318,06/01/2015 18:30:00,52035,GB_GBN
07/01/2015 00:00:00,1011706.5,995920.5,07/01/2015 18:30:00,53721,GB_GBN
08/01/2015 00:00:00,995232,1009887,08/01/2015 18:30:00,51954,GB_GBN
09/01/2015 00:00:00,978968,959260,09/01/2015 18:30:00,50855,GB_GBN
10/01/2015 00:00:00,888690,860701,10/01/2015 19:00:00,47647,GB_GBN
11/01/2015 00:00:00,889877.5,858127.5,11/01/2015 18:30:00,48743,GB_GBN
12/01/2015 00:00:00,989587.5,966838.5,12/01/2015 18:30:00,53072,GB_GBN
13/01/2015 00:00:00,1051142.5,1036977.5,13/01/2015 18:30:00,55045,GB_GBN
14/01/2015 00:00:00,1082613,1056383,14/01/2015 18:30:00,56076,GB_GBN
15/01/2015 00:00:00,1071192,1062295,15/01/2015 18:30:00,56296,GB_GBN
16/01/2015 00:00:00,1073615,995981.5,16/01/2015 18:30:00,54843,GB_GBN
17/01/2015 00:00:00,1002054,915004,17/01/2015 19:00:00,52226,GB_GBN
18/01/2015 00:00:00,983271.5,899290,18/01/2015 19:00:00,53148,GB_GBN
19/01/2015 00:00:00,1090924.5,1003263.5,19/01/2015 18:30:00,56884,GB_GBN
20/01/2015 00:00:00,1116821.5,1050829.5,20/01/2015 18:30:00,57168,GB_GBN
21/01/2015 00:00:00,1113462.5,1106683.5,21/01/2015 18:30:00,56927,GB_GBN
22/01/2015 00:00:00,1104325.5,1047447.5,22/01/2015 19:00:00,56612,GB_GBN
23/01/2015 00:00:00,1103903.5,1032522.5,23/01/2015 19:00:00,56359,GB_GBN
24/01/2015 00:00:00,998266,925320.5,24/01/2015 19:00:00,52653,GB_GBN
25/01/2015 00:00:00,977342,889080,25/01/2015 19:00:00,51630,GB_GBN
26/01/2015 00:00:00,1062332.5,982163.5,26/01/2015 19:00:00,57080,GB_GBN
27/01/2015 00:00:00,1085398.5,993403,27/01/2015 19:00:00,56916,GB_GBN
28/01/2015 00:00:00,1073479,1002985.5,28/01/2015 19:00:00,57337,GB_GBN
29/01/2015 00:00:00,1103021,1023828.5,29/01/2015 19:00:00,57678,GB_GBN
30/01/2015 00:00:00,1102229,1013205,30/01/2015 19:00:00,56229,GB_GBN
31/01/2015 00:00:00,1009138,925121.5,31/01/2015 19:00:00,52373,GB_GBN
